zip_code,county_standardized,county_original,state,stcountyfp,classfp,ZIP3,rating_area
91946,San Diego,San Diego County,CA,6073,H1,919,19.0
92038,San Diego,San Diego County,CA,6073,H1,920,19.0
92105,San Diego,San Diego County,CA,6073,H1,921,19.0
92065,San Diego,San Diego County,CA,6073,H1,920,19.0
92085,San Diego,San Diego County,CA,6073,H1,920,19.0
92057,San Diego,San Diego County,CA,6073,H1,920,19.0
92154,San Diego,San Diego County,CA,6073,H1,921,19.0
92115,San Diego,San Diego County,CA,6073,H1,921,19.0
92116,San Diego,San Diego County,CA,6073,H1,921,19.0
92127,San Diego,San Diego County,CA,6073,H1,921,19.0
92119,San Diego,San Diego County,CA,6073,H1,921,19.0
92173,San Diego,San Diego County,CA,6073,H1,921,19.0
92137,San Diego,San Diego County,CA,6073,H1,921,19.0
92175,San Diego,San Diego County,CA,6073,H1,921,19.0
92132,San Diego,San Diego County,CA,6073,H1,921,19.0
91917,San Diego,San Diego County,CA,6073,H1,919,19.0
91943,San Diego,San Diego County,CA,6073,H1,919,19.0
92150,San Diego,San Diego County,CA,6073,H1,921,19.0
92147,San Diego,San Diego County,CA,6073,H1,921,19.0
92191,San Diego,San Diego County,CA,6073,H1,921,19.0
92182,San Diego,San Diego County,CA,6073,H1,921,19.0
92060,San Diego,San Diego County,CA,6073,H1,920,19.0
92020,San Diego,San Diego County,CA,6073,H1,920,19.0
91915,San Diego,San Diego County,CA,6073,H1,919,19.0
92046,San Diego,San Diego County,CA,6073,H1,920,19.0
92069,San Diego,San Diego County,CA,6073,H1,920,19.0
92058,San Diego,San Diego County,CA,6073,H1,920,19.0
92079,San Diego,San Diego County,CA,6073,H1,920,19.0
92071,San Diego,San Diego County,CA,6073,H1,920,19.0
92108,San Diego,San Diego County,CA,6073,H1,921,19.0
92124,San Diego,San Diego County,CA,6073,H1,921,19.0
92120,San Diego,San Diego County,CA,6073,H1,921,19.0
92129,San Diego,San Diego County,CA,6073,H1,921,19.0
92118,San Diego,San Diego County,CA,6073,H1,921,19.0
92136,San Diego,San Diego County,CA,6073,H1,921,19.0
92138,San Diego,San Diego County,CA,6073,H1,921,19.0
92030,San Diego,San Diego County,CA,6073,H1,920,19.0
92004,San Diego,San Diego County,CA,6073,H1,920,19.0
92013,San Diego,San Diego County,CA,6073,H1,920,19.0
92039,San Diego,San Diego County,CA,6073,H1,920,19.0
92112,San Diego,San Diego County,CA,6073,H1,921,19.0
92088,San Diego,San Diego County,CA,6073,H1,920,19.0
92159,San Diego,San Diego County,CA,6073,H1,921,19.0
92172,San Diego,San Diego County,CA,6073,H1,921,19.0
92192,San Diego,San Diego County,CA,6073,H1,921,19.0
92176,San Diego,San Diego County,CA,6073,H1,921,19.0
92165,San Diego,San Diego County,CA,6073,H1,921,19.0
92196,San Diego,San Diego County,CA,6073,H1,921,19.0
92049,San Diego,San Diego County,CA,6073,H1,920,19.0
92161,San Diego,San Diego County,CA,6073,H1,921,19.0
92025,San Diego,San Diego County,CA,6073,H1,920,19.0
92027,San Diego,San Diego County,CA,6073,H1,920,19.0
91941,San Diego,San Diego County,CA,6073,H1,919,19.0
92014,San Diego,San Diego County,CA,6073,H1,920,19.0
92109,San Diego,San Diego County,CA,6073,H1,921,19.0
92091,San Diego,San Diego County,CA,6073,H1,920,19.0
92111,San Diego,San Diego County,CA,6073,H1,921,19.0
92081,San Diego,San Diego County,CA,6073,H1,920,19.0
92113,San Diego,San Diego County,CA,6073,H1,921,19.0
92178,San Diego,San Diego County,CA,6073,H1,921,19.0
91905,San Diego,San Diego County,CA,6073,H1,919,19.0
92066,San Diego,San Diego County,CA,6073,H1,920,19.0
92018,San Diego,San Diego County,CA,6073,H1,920,19.0
92040,San Diego,San Diego County,CA,6073,H1,920,19.0
91980,San Diego,San Diego County,CA,6073,H1,919,19.0
92008,San Diego,San Diego County,CA,6073,H1,920,19.0
92029,San Diego,San Diego County,CA,6073,H1,920,19.0
92010,San Diego,San Diego County,CA,6073,H1,920,19.0
92101,San Diego,San Diego County,CA,6073,H1,921,19.0
92106,San Diego,San Diego County,CA,6073,H1,921,19.0
92084,San Diego,San Diego County,CA,6073,H1,920,19.0
92064,San Diego,San Diego County,CA,6073,H1,920,19.0
92078,San Diego,San Diego County,CA,6073,H1,920,19.0
92075,San Diego,San Diego County,CA,6073,H1,920,19.0
92128,San Diego,San Diego County,CA,6073,H1,921,19.0
92114,San Diego,San Diego County,CA,6073,H1,921,19.0
92195,San Diego,San Diego County,CA,6073,H1,921,19.0
91963,San Diego,San Diego County,CA,6073,H1,919,19.0
92170,San Diego,San Diego County,CA,6073,H1,921,19.0
92153,San Diego,San Diego County,CA,6073,H1,921,19.0
92536,San Diego,San Diego County,CA,6073,H1,925,19.0
92096,San Diego,San Diego County,CA,6073,H1,920,19.0
92037,San Diego,San Diego County,CA,6073,H1,920,19.0
91942,San Diego,San Diego County,CA,6073,H1,919,19.0
91977,San Diego,San Diego County,CA,6073,H1,919,19.0
92104,San Diego,San Diego County,CA,6073,H1,921,19.0
92083,San Diego,San Diego County,CA,6073,H1,920,19.0
92067,San Diego,San Diego County,CA,6073,H1,920,19.0
92117,San Diego,San Diego County,CA,6073,H1,921,19.0
92130,San Diego,San Diego County,CA,6073,H1,921,19.0
92131,San Diego,San Diego County,CA,6073,H1,921,19.0
92163,San Diego,San Diego County,CA,6073,H1,921,19.0
92122,San Diego,San Diego County,CA,6073,H1,921,19.0
92134,San Diego,San Diego County,CA,6073,H1,921,19.0
91962,San Diego,San Diego County,CA,6073,H1,919,19.0
92174,San Diego,San Diego County,CA,6073,H1,921,19.0
92672,San Diego,San Diego County,CA,6073,H1,926,19.0
91976,San Diego,San Diego County,CA,6073,H1,919,19.0
92052,San Diego,San Diego County,CA,6073,H1,920,19.0
92072,San Diego,San Diego County,CA,6073,H1,920,19.0
92171,San Diego,San Diego County,CA,6073,H1,921,19.0
91908,San Diego,San Diego County,CA,6073,H1,919,19.0
92068,San Diego,San Diego County,CA,6073,H1,920,19.0
91979,San Diego,San Diego County,CA,6073,H1,919,19.0
92092,San Diego,San Diego County,CA,6073,H1,920,19.0
92179,San Diego,San Diego County,CA,6073,H1,921,19.0
92197,San Diego,San Diego County,CA,6073,H1,921,19.0
92135,San Diego,San Diego County,CA,6073,H1,921,19.0
92199,San Diego,San Diego County,CA,6073,H1,921,19.0
91911,San Diego,San Diego County,CA,6073,H1,919,19.0
92022,San Diego,San Diego County,CA,6073,H1,920,19.0
92007,San Diego,San Diego County,CA,6073,H1,920,19.0
91932,San Diego,San Diego County,CA,6073,H1,919,19.0
92054,San Diego,San Diego County,CA,6073,H1,920,19.0
92056,San Diego,San Diego County,CA,6073,H1,920,19.0
92059,San Diego,San Diego County,CA,6073,H1,920,19.0
92123,San Diego,San Diego County,CA,6073,H1,921,19.0
92126,San Diego,San Diego County,CA,6073,H1,921,19.0
92198,San Diego,San Diego County,CA,6073,H1,921,19.0
92177,San Diego,San Diego County,CA,6073,H1,921,19.0
92051,San Diego,San Diego County,CA,6073,H1,920,19.0
92086,San Diego,San Diego County,CA,6073,H1,920,19.0
92093,San Diego,San Diego County,CA,6073,H1,920,19.0
92152,San Diego,San Diego County,CA,6073,H1,921,19.0
92193,San Diego,San Diego County,CA,6073,H1,921,19.0
91903,San Diego,San Diego County,CA,6073,H1,919,19.0
91931,San Diego,San Diego County,CA,6073,H1,919,19.0
91912,San Diego,San Diego County,CA,6073,H1,919,19.0
92028,San Diego,San Diego County,CA,6073,H1,920,19.0
92009,San Diego,San Diego County,CA,6073,H1,920,19.0
92021,San Diego,San Diego County,CA,6073,H1,920,19.0
92026,San Diego,San Diego County,CA,6073,H1,920,19.0
91950,San Diego,San Diego County,CA,6073,H1,919,19.0
92036,San Diego,San Diego County,CA,6073,H1,920,19.0
92103,San Diego,San Diego County,CA,6073,H1,921,19.0
92070,San Diego,San Diego County,CA,6073,H1,920,19.0
92082,San Diego,San Diego County,CA,6073,H1,920,19.0
92139,San Diego,San Diego County,CA,6073,H1,921,19.0
92023,San Diego,San Diego County,CA,6073,H1,920,19.0
92061,San Diego,San Diego County,CA,6073,H1,920,19.0
92160,San Diego,San Diego County,CA,6073,H1,921,19.0
92155,San Diego,San Diego County,CA,6073,H1,921,19.0
92169,San Diego,San Diego County,CA,6073,H1,921,19.0
92168,San Diego,San Diego County,CA,6073,H1,921,19.0
91933,San Diego,San Diego County,CA,6073,H1,919,19.0
91944,San Diego,San Diego County,CA,6073,H1,919,19.0
92592,San Diego,San Diego County,CA,6073,H1,925,19.0
92158,San Diego,San Diego County,CA,6073,H1,921,19.0
91948,San Diego,San Diego County,CA,6073,H1,919,19.0
91910,San Diego,San Diego County,CA,6073,H1,919,19.0
91902,San Diego,San Diego County,CA,6073,H1,919,19.0
91913,San Diego,San Diego County,CA,6073,H1,919,19.0
91934,San Diego,San Diego County,CA,6073,H1,919,19.0
92003,San Diego,San Diego County,CA,6073,H1,920,19.0
91914,San Diego,San Diego County,CA,6073,H1,919,19.0
91978,San Diego,San Diego County,CA,6073,H1,919,19.0
92102,San Diego,San Diego County,CA,6073,H1,921,19.0
92107,San Diego,San Diego County,CA,6073,H1,921,19.0
92110,San Diego,San Diego County,CA,6073,H1,921,19.0
92143,San Diego,San Diego County,CA,6073,H1,921,19.0
92121,San Diego,San Diego County,CA,6073,H1,921,19.0
92140,San Diego,San Diego County,CA,6073,H1,921,19.0
92142,San Diego,San Diego County,CA,6073,H1,921,19.0
91916,San Diego,San Diego County,CA,6073,H1,919,19.0
92033,San Diego,San Diego County,CA,6073,H1,920,19.0
92167,San Diego,San Diego County,CA,6073,H1,921,19.0
92055,San Diego,San Diego County,CA,6073,H1,920,19.0
92166,San Diego,San Diego County,CA,6073,H1,921,19.0
91921,San Diego,San Diego County,CA,6073,H1,919,19.0
92074,San Diego,San Diego County,CA,6073,H1,920,19.0
92145,San Diego,San Diego County,CA,6073,H1,921,19.0
92149,San Diego,San Diego County,CA,6073,H1,921,19.0
94123,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94132,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94118,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94103,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94112,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94131,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94141,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94164,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94188,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94159,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94115,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94117,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94104,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94124,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94119,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94129,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94014,San Francisco,San Francisco County,CA,6075,H6,940,4.0
94134,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94121,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94107,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94111,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94130,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94143,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94147,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94146,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94133,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94110,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94122,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94105,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94109,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94140,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94158,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94114,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94116,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94102,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94108,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94127,San Francisco,San Francisco County,CA,6075,H6,941,4.0
94126,San Francisco,San Francisco County,CA,6075,H6,941,4.0
95366,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95377,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95207,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95210,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95632,San Joaquin,San Joaquin County,CA,6077,H1,956,10.0
95378,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95690,San Joaquin,San Joaquin County,CA,6077,H1,956,10.0
95269,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95219,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95206,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95237,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95337,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95240,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95213,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95234,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95212,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95202,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95201,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95385,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95253,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95211,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95204,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95220,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95231,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95236,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95227,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95330,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95336,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95320,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95203,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95391,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95258,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95361,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95267,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95686,San Joaquin,San Joaquin County,CA,6077,H1,956,10.0
95376,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95304,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
95209,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95242,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95205,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95241,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95208,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95230,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95215,San Joaquin,San Joaquin County,CA,6077,H1,952,10.0
95367,San Joaquin,San Joaquin County,CA,6077,H1,953,10.0
93449,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93406,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93423,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93454,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93461,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93407,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93442,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93412,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93426,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93410,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93446,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93401,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93458,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93465,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93483,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93435,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93448,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93422,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93428,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93421,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93452,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93447,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93420,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93433,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93444,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93403,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93408,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93453,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93475,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93405,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93430,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93409,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93424,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93402,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93432,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93445,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93451,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
93443,San Luis Obispo,San Luis Obispo County,CA,6079,H1,934,12.0
94303,San Mateo,San Mateo County,CA,6081,H1,943,8.0
94014,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94015,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94063,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94083,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94026,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94060,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94112,San Mateo,San Mateo County,CA,6081,H1,941,8.0
94497,San Mateo,San Mateo County,CA,6081,H1,944,8.0
94402,San Mateo,San Mateo County,CA,6081,H1,944,8.0
94019,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94044,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94065,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94038,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94018,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94021,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94064,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94028,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94070,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94080,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94027,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94020,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94074,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94011,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94061,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94005,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94401,San Mateo,San Mateo County,CA,6081,H1,944,8.0
94404,San Mateo,San Mateo County,CA,6081,H1,944,8.0
94403,San Mateo,San Mateo County,CA,6081,H1,944,8.0
94134,San Mateo,San Mateo County,CA,6081,H1,941,8.0
94025,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94030,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94066,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94125,San Mateo,San Mateo County,CA,6081,H1,941,8.0
94017,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94010,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94062,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94002,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94037,San Mateo,San Mateo County,CA,6081,H1,940,8.0
94128,San Mateo,San Mateo County,CA,6081,H1,941,8.0
93103,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93108,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93111,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93160,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93121,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93460,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93150,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93067,Santa Barbara,Santa Barbara County,CA,6083,H1,930,12.0
93130,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93116,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93429,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93457,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93105,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93454,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93455,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93118,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93109,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93190,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93106,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93464,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93438,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93252,Santa Barbara,Santa Barbara County,CA,6083,H1,932,16.0
93120,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93427,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93014,Santa Barbara,Santa Barbara County,CA,6083,H1,930,12.0
93458,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93463,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93140,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93102,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93434,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93437,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93199,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93440,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93101,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93117,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93013,Santa Barbara,Santa Barbara County,CA,6083,H1,930,12.0
93441,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93254,Santa Barbara,Santa Barbara County,CA,6083,H1,932,16.0
93110,Santa Barbara,Santa Barbara County,CA,6083,H1,931,12.0
93456,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
93436,Santa Barbara,Santa Barbara County,CA,6083,H1,934,12.0
94040,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
94041,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
94088,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
95008,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95132,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95148,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95110,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95032,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95121,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95153,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95155,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95015,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95173,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95103,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
94043,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
94024,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
94086,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
95127,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95135,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95159,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95113,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95154,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95161,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95170,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95139,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95055,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95160,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95076,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95108,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
94035,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
94304,Santa Clara,Santa Clara County,CA,6085,H1,943,7.0
94087,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
95002,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95126,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95133,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95138,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95129,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95131,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95158,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95014,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95035,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95054,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95052,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95056,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95009,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95109,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
94028,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
95101,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
94301,Santa Clara,Santa Clara County,CA,6085,H1,943,7.0
94303,Santa Clara,Santa Clara County,CA,6085,H1,943,7.0
94305,Santa Clara,Santa Clara County,CA,6085,H1,943,7.0
95150,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95020,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95033,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95030,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95117,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95119,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95130,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95031,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95038,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95021,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
94302,Santa Clara,Santa Clara County,CA,6085,H1,943,7.0
94085,Santa Clara,Santa Clara County,CA,6085,H1,940,7.0
95136,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95070,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
95111,Santa Clara,Santa Clara County,CA,6085,H1,951,7.0
95037,Santa Clara,Santa Clara County,CA,6085,H1,950,7.0
