zip_code,county_standardized,county_original,state,stcountyfp,classfp,ZIP3,rating_area
36003,Autauga,Autauga County,AL,1001,H1,360,11.0
36006,Autauga,Autauga County,AL,1001,H1,360,11.0
36067,Autauga,Autauga County,AL,1001,H1,360,11.0
36066,Autauga,Autauga County,AL,1001,H1,360,11.0
36703,Autauga,Autauga County,AL,1001,H1,367,11.0
36701,Autauga,Autauga County,AL,1001,H1,367,11.0
36091,Autauga,Autauga County,AL,1001,H1,360,11.0
36051,Autauga,Autauga County,AL,1001,H1,360,11.0
36068,Autauga,Autauga County,AL,1001,H1,360,11.0
36008,Autauga,Autauga County,AL,1001,H1,360,11.0
36022,Autauga,Autauga County,AL,1001,H1,360,11.0
36749,Autauga,Autauga County,AL,1001,H1,367,11.0
36758,Autauga,Autauga County,AL,1001,H1,367,11.0
36550,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36551,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36527,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36577,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36559,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36536,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36576,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36579,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36502,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36578,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36533,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36564,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36561,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36580,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36535,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36547,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36549,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36530,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36562,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36532,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36526,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36555,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36511,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36567,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36574,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36480,Baldwin,Baldwin County,AL,1003,H1,364,13.0
36507,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36542,Baldwin,Baldwin County,AL,1003,H1,365,13.0
36017,Barbour,Barbour County,AL,1005,H1,360,13.0
36016,Barbour,Barbour County,AL,1005,H1,360,13.0
36311,Barbour,Barbour County,AL,1005,H1,363,13.0
36374,Barbour,Barbour County,AL,1005,H1,363,13.0
36048,Barbour,Barbour County,AL,1005,H1,360,13.0
36053,Barbour,Barbour County,AL,1005,H1,360,13.0
36317,Barbour,Barbour County,AL,1005,H1,363,13.0
36027,Barbour,Barbour County,AL,1005,H1,360,13.0
36072,Barbour,Barbour County,AL,1005,H1,360,13.0
35035,Bibb,Bibb County,AL,1007,H1,350,3.0
35034,Bibb,Bibb County,AL,1007,H1,350,3.0
36750,Bibb,Bibb County,AL,1007,H1,367,3.0
35115,Bibb,Bibb County,AL,1007,H1,351,3.0
35188,Bibb,Bibb County,AL,1007,H1,351,3.0
36793,Bibb,Bibb County,AL,1007,H1,367,3.0
35074,Bibb,Bibb County,AL,1007,H1,350,3.0
35042,Bibb,Bibb County,AL,1007,H1,350,3.0
35111,Bibb,Bibb County,AL,1007,H1,351,3.0
35184,Bibb,Bibb County,AL,1007,H1,351,3.0
36792,Bibb,Bibb County,AL,1007,H1,367,3.0
35456,Bibb,Bibb County,AL,1007,H1,354,3.0
35031,Blount,Blount County,AL,1009,H1,350,3.0
35121,Blount,Blount County,AL,1009,H1,351,3.0
35063,Blount,Blount County,AL,1009,H1,350,3.0
35016,Blount,Blount County,AL,1009,H1,350,3.0
35079,Blount,Blount County,AL,1009,H1,350,3.0
35097,Blount,Blount County,AL,1009,H1,350,3.0
35133,Blount,Blount County,AL,1009,H1,351,3.0
35957,Blount,Blount County,AL,1009,H1,359,3.0
35126,Blount,Blount County,AL,1009,H1,351,3.0
35049,Blount,Blount County,AL,1009,H1,350,3.0
35172,Blount,Blount County,AL,1009,H1,351,3.0
35952,Blount,Blount County,AL,1009,H1,359,3.0
35180,Blount,Blount County,AL,1009,H1,351,3.0
35146,Blount,Blount County,AL,1009,H1,351,3.0
35976,Blount,Blount County,AL,1009,H1,359,3.0
35980,Blount,Blount County,AL,1009,H1,359,3.0
35013,Blount,Blount County,AL,1009,H1,350,3.0
36830,Bullock,Bullock County,AL,1011,H1,368,13.0
36031,Bullock,Bullock County,AL,1011,H1,360,13.0
36089,Bullock,Bullock County,AL,1011,H1,360,13.0
36029,Bullock,Bullock County,AL,1011,H1,360,13.0
36081,Bullock,Bullock County,AL,1011,H1,360,13.0
36860,Bullock,Bullock County,AL,1011,H1,368,13.0
36053,Bullock,Bullock County,AL,1011,H1,360,13.0
36005,Bullock,Bullock County,AL,1011,H1,360,13.0
36052,Bullock,Bullock County,AL,1011,H1,360,13.0
36037,Butler,Butler County,AL,1013,H1,360,13.0
36033,Butler,Butler County,AL,1013,H1,360,13.0
36032,Butler,Butler County,AL,1013,H1,360,13.0
36456,Butler,Butler County,AL,1013,H1,364,13.0
36474,Butler,Butler County,AL,1013,H1,364,13.0
36030,Butler,Butler County,AL,1013,H1,360,13.0
36042,Butler,Butler County,AL,1013,H1,360,13.0
36071,Butler,Butler County,AL,1013,H1,360,13.0
36015,Butler,Butler County,AL,1013,H1,360,13.0
36206,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36204,Calhoun,Calhoun County,AL,1015,H1,362,1.0
35096,Calhoun,Calhoun County,AL,1015,H1,350,1.0
36279,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36205,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36260,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36271,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36272,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36201,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36203,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36207,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36265,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36202,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36257,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36253,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36254,Calhoun,Calhoun County,AL,1015,H1,362,1.0
35905,Calhoun,Calhoun County,AL,1015,H1,359,1.0
36250,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36277,Calhoun,Calhoun County,AL,1015,H1,362,1.0
36852,Chambers,Chambers County,AL,1017,H1,368,13.0
36855,Chambers,Chambers County,AL,1017,H1,368,13.0
36879,Chambers,Chambers County,AL,1017,H1,368,13.0
36274,Chambers,Chambers County,AL,1017,H1,362,13.0
36862,Chambers,Chambers County,AL,1017,H1,368,13.0
36863,Chambers,Chambers County,AL,1017,H1,368,13.0
36801,Chambers,Chambers County,AL,1017,H1,368,13.0
36854,Chambers,Chambers County,AL,1017,H1,368,13.0
36276,Chambers,Chambers County,AL,1017,H1,362,13.0
36850,Chambers,Chambers County,AL,1017,H1,368,13.0
35973,Cherokee,Cherokee County,AL,1019,H1,359,13.0
35959,Cherokee,Cherokee County,AL,1019,H1,359,13.0
35901,Cherokee,Cherokee County,AL,1019,H1,359,13.0
35984,Cherokee,Cherokee County,AL,1019,H1,359,13.0
36272,Cherokee,Cherokee County,AL,1019,H1,362,13.0
35967,Cherokee,Cherokee County,AL,1019,H1,359,13.0
35961,Cherokee,Cherokee County,AL,1019,H1,359,13.0
35903,Cherokee,Cherokee County,AL,1019,H1,359,13.0
36275,Cherokee,Cherokee County,AL,1019,H1,362,13.0
35960,Cherokee,Cherokee County,AL,1019,H1,359,13.0
35983,Cherokee,Cherokee County,AL,1019,H1,359,13.0
36006,Chilton,Chilton County,AL,1021,H1,360,3.0
35115,Chilton,Chilton County,AL,1021,H1,351,3.0
35040,Chilton,Chilton County,AL,1021,H1,350,3.0
36790,Chilton,Chilton County,AL,1021,H1,367,3.0
36758,Chilton,Chilton County,AL,1021,H1,367,3.0
36793,Chilton,Chilton County,AL,1021,H1,367,3.0
36750,Chilton,Chilton County,AL,1021,H1,367,3.0
36051,Chilton,Chilton County,AL,1021,H1,360,3.0
35046,Chilton,Chilton County,AL,1021,H1,350,3.0
35045,Chilton,Chilton County,AL,1021,H1,350,3.0
35171,Chilton,Chilton County,AL,1021,H1,351,3.0
36792,Chilton,Chilton County,AL,1021,H1,367,3.0
35085,Chilton,Chilton County,AL,1021,H1,350,3.0
36091,Chilton,Chilton County,AL,1021,H1,360,3.0
36908,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36913,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36919,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36921,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36904,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36912,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36910,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36916,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36922,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36558,Choctaw,Choctaw County,AL,1023,H1,365,13.0
36915,Choctaw,Choctaw County,AL,1023,H1,369,13.0
36436,Clarke,Clarke County,AL,1025,H1,364,13.0
36751,Clarke,Clarke County,AL,1025,H1,367,13.0
36446,Clarke,Clarke County,AL,1025,H1,364,13.0
36524,Clarke,Clarke County,AL,1025,H1,365,13.0
36784,Clarke,Clarke County,AL,1025,H1,367,13.0
36451,Clarke,Clarke County,AL,1025,H1,364,13.0
36540,Clarke,Clarke County,AL,1025,H1,365,13.0
36482,Clarke,Clarke County,AL,1025,H1,364,13.0
36727,Clarke,Clarke County,AL,1025,H1,367,13.0
36782,Clarke,Clarke County,AL,1025,H1,367,13.0
36545,Clarke,Clarke County,AL,1025,H1,365,13.0
36251,Clay,Clay County,AL,1027,H1,362,13.0
36267,Clay,Clay County,AL,1027,H1,362,13.0
35082,Clay,Clay County,AL,1027,H1,350,13.0
35160,Clay,Clay County,AL,1027,H1,351,13.0
35072,Clay,Clay County,AL,1027,H1,350,13.0
35089,Clay,Clay County,AL,1027,H1,350,13.0
36266,Clay,Clay County,AL,1027,H1,362,13.0
36255,Clay,Clay County,AL,1027,H1,362,13.0
36256,Clay,Clay County,AL,1027,H1,362,13.0
36258,Clay,Clay County,AL,1027,H1,362,13.0
36276,Clay,Clay County,AL,1027,H1,362,13.0
36268,Clay,Clay County,AL,1027,H1,362,13.0
36273,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36269,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36207,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36268,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36258,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36262,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36261,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36264,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36272,Cleburne,Cleburne County,AL,1029,H1,362,13.0
36322,Coffee,Coffee County,AL,1031,H1,363,13.0
36453,Coffee,Coffee County,AL,1031,H1,364,13.0
36079,Coffee,Coffee County,AL,1031,H1,360,13.0
36351,Coffee,Coffee County,AL,1031,H1,363,13.0
36477,Coffee,Coffee County,AL,1031,H1,364,13.0
36346,Coffee,Coffee County,AL,1031,H1,363,13.0
36311,Coffee,Coffee County,AL,1031,H1,363,13.0
36010,Coffee,Coffee County,AL,1031,H1,360,13.0
36318,Coffee,Coffee County,AL,1031,H1,363,13.0
36034,Coffee,Coffee County,AL,1031,H1,360,13.0
36316,Coffee,Coffee County,AL,1031,H1,363,13.0
36009,Coffee,Coffee County,AL,1031,H1,360,13.0
36330,Coffee,Coffee County,AL,1031,H1,363,13.0
36323,Coffee,Coffee County,AL,1031,H1,363,13.0
36467,Coffee,Coffee County,AL,1031,H1,364,13.0
36360,Coffee,Coffee County,AL,1031,H1,363,13.0
35616,Colbert,Colbert County,AL,1033,H1,356,7.0
35654,Colbert,Colbert County,AL,1033,H1,356,7.0
35646,Colbert,Colbert County,AL,1033,H1,356,7.0
35653,Colbert,Colbert County,AL,1033,H1,356,7.0
35582,Colbert,Colbert County,AL,1033,H1,355,7.0
35674,Colbert,Colbert County,AL,1033,H1,356,7.0
35661,Colbert,Colbert County,AL,1033,H1,356,7.0
35672,Colbert,Colbert County,AL,1033,H1,356,7.0
35660,Colbert,Colbert County,AL,1033,H1,356,7.0
36471,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36330,Conecuh,Conecuh County,AL,1035,H1,363,13.0
36426,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36454,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36460,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36401,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36442,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36473,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36502,Conecuh,Conecuh County,AL,1035,H1,365,13.0
36475,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36456,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36432,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36474,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36421,Conecuh,Conecuh County,AL,1035,H1,364,13.0
36033,Conecuh,Conecuh County,AL,1035,H1,360,13.0
35151,Coosa,Coosa County,AL,1037,H1,351,13.0
35150,Coosa,Coosa County,AL,1037,H1,351,13.0
36026,Coosa,Coosa County,AL,1037,H1,360,13.0
36080,Coosa,Coosa County,AL,1037,H1,360,13.0
35046,Coosa,Coosa County,AL,1037,H1,350,13.0
35089,Coosa,Coosa County,AL,1037,H1,350,13.0
35136,Coosa,Coosa County,AL,1037,H1,351,13.0
35072,Coosa,Coosa County,AL,1037,H1,350,13.0
35010,Coosa,Coosa County,AL,1037,H1,350,13.0
35183,Coosa,Coosa County,AL,1037,H1,351,13.0
36420,Covington,Covington County,AL,1039,H1,364,13.0
36421,Covington,Covington County,AL,1039,H1,364,13.0
36453,Covington,Covington County,AL,1039,H1,364,13.0
36483,Covington,Covington County,AL,1039,H1,364,13.0
36455,Covington,Covington County,AL,1039,H1,364,13.0
36476,Covington,Covington County,AL,1039,H1,364,13.0
36467,Covington,Covington County,AL,1039,H1,364,13.0
36474,Covington,Covington County,AL,1039,H1,364,13.0
36038,Covington,Covington County,AL,1039,H1,360,13.0
36401,Covington,Covington County,AL,1039,H1,364,13.0
36028,Covington,Covington County,AL,1039,H1,360,13.0
36477,Covington,Covington County,AL,1039,H1,364,13.0
36442,Covington,Covington County,AL,1039,H1,364,13.0
36456,Covington,Covington County,AL,1039,H1,364,13.0
36037,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36035,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36009,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36071,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36049,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36028,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36036,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36041,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36034,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36046,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36042,Crenshaw,Crenshaw County,AL,1041,H1,360,13.0
36467,Crenshaw,Crenshaw County,AL,1041,H1,364,13.0
36323,Crenshaw,Crenshaw County,AL,1041,H1,363,13.0
35057,Cullman,Cullman County,AL,1043,H1,350,13.0
35087,Cullman,Cullman County,AL,1043,H1,350,13.0
35033,Cullman,Cullman County,AL,1043,H1,350,13.0
35058,Cullman,Cullman County,AL,1043,H1,350,13.0
35056,Cullman,Cullman County,AL,1043,H1,350,13.0
35179,Cullman,Cullman County,AL,1043,H1,351,13.0
35622,Cullman,Cullman County,AL,1043,H1,356,13.0
35053,Cullman,Cullman County,AL,1043,H1,350,13.0
35098,Cullman,Cullman County,AL,1043,H1,350,13.0
35619,Cullman,Cullman County,AL,1043,H1,356,13.0
35541,Cullman,Cullman County,AL,1043,H1,355,13.0
35670,Cullman,Cullman County,AL,1043,H1,356,13.0
35077,Cullman,Cullman County,AL,1043,H1,350,13.0
35016,Cullman,Cullman County,AL,1043,H1,350,13.0
35621,Cullman,Cullman County,AL,1043,H1,356,13.0
35540,Cullman,Cullman County,AL,1043,H1,355,13.0
35976,Cullman,Cullman County,AL,1043,H1,359,13.0
35083,Cullman,Cullman County,AL,1043,H1,350,13.0
35070,Cullman,Cullman County,AL,1043,H1,350,13.0
35019,Cullman,Cullman County,AL,1043,H1,350,13.0
35055,Cullman,Cullman County,AL,1043,H1,350,13.0
36322,Dale,Dale County,AL,1045,H1,363,13.0
36303,Dale,Dale County,AL,1045,H1,363,13.0
36353,Dale,Dale County,AL,1045,H1,363,13.0
36345,Dale,Dale County,AL,1045,H1,363,13.0
36374,Dale,Dale County,AL,1045,H1,363,13.0
36360,Dale,Dale County,AL,1045,H1,363,13.0
36317,Dale,Dale County,AL,1045,H1,363,13.0
36371,Dale,Dale County,AL,1045,H1,363,13.0
36350,Dale,Dale County,AL,1045,H1,363,13.0
36362,Dale,Dale County,AL,1045,H1,363,13.0
36311,Dale,Dale County,AL,1045,H1,363,13.0
36330,Dale,Dale County,AL,1045,H1,363,13.0
36361,Dale,Dale County,AL,1045,H1,363,13.0
36352,Dale,Dale County,AL,1045,H1,363,13.0
36761,Dallas,Dallas County,AL,1047,H1,367,13.0
36767,Dallas,Dallas County,AL,1047,H1,367,13.0
36701,Dallas,Dallas County,AL,1047,H1,367,13.0
36773,Dallas,Dallas County,AL,1047,H1,367,13.0
36758,Dallas,Dallas County,AL,1047,H1,367,13.0
36785,Dallas,Dallas County,AL,1047,H1,367,13.0
36759,Dallas,Dallas County,AL,1047,H1,367,13.0
36749,Dallas,Dallas County,AL,1047,H1,367,13.0
36703,Dallas,Dallas County,AL,1047,H1,367,13.0
36775,Dallas,Dallas County,AL,1047,H1,367,13.0
35962,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35968,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35765,De Kalb,DeKalb County,AL,1049,H1,357,13.0
35984,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35986,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35983,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35971,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35959,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35956,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35989,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35988,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35771,De Kalb,DeKalb County,AL,1049,H1,357,13.0
35957,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35978,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35966,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35963,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35979,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35975,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35967,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35974,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35951,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35981,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35961,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35954,De Kalb,DeKalb County,AL,1049,H1,359,13.0
35010,Elmore,Elmore County,AL,1051,H1,350,11.0
36054,Elmore,Elmore County,AL,1051,H1,360,11.0
35136,Elmore,Elmore County,AL,1051,H1,351,11.0
36051,Elmore,Elmore County,AL,1051,H1,360,11.0
36022,Elmore,Elmore County,AL,1051,H1,360,11.0
36066,Elmore,Elmore County,AL,1051,H1,360,11.0
36080,Elmore,Elmore County,AL,1051,H1,360,11.0
36024,Elmore,Elmore County,AL,1051,H1,360,11.0
36026,Elmore,Elmore County,AL,1051,H1,360,11.0
36025,Elmore,Elmore County,AL,1051,H1,360,11.0
36020,Elmore,Elmore County,AL,1051,H1,360,11.0
36067,Elmore,Elmore County,AL,1051,H1,360,11.0
36093,Elmore,Elmore County,AL,1051,H1,360,11.0
36078,Elmore,Elmore County,AL,1051,H1,360,11.0
36092,Elmore,Elmore County,AL,1051,H1,360,11.0
36420,Escambia,Escambia County,AL,1053,H1,364,13.0
36483,Escambia,Escambia County,AL,1053,H1,364,13.0
36543,Escambia,Escambia County,AL,1053,H1,365,13.0
36441,Escambia,Escambia County,AL,1053,H1,364,13.0
36502,Escambia,Escambia County,AL,1053,H1,365,13.0
36562,Escambia,Escambia County,AL,1053,H1,365,13.0
36426,Escambia,Escambia County,AL,1053,H1,364,13.0
36432,Escambia,Escambia County,AL,1053,H1,364,13.0
36475,Escambia,Escambia County,AL,1053,H1,364,13.0
36503,Escambia,Escambia County,AL,1053,H1,365,13.0
35902,Etowah,Etowah County,AL,1055,H1,359,8.0
35905,Etowah,Etowah County,AL,1055,H1,359,8.0
35906,Etowah,Etowah County,AL,1055,H1,359,8.0
35954,Etowah,Etowah County,AL,1055,H1,359,8.0
35956,Etowah,Etowah County,AL,1055,H1,359,8.0
35957,Etowah,Etowah County,AL,1055,H1,359,8.0
35903,Etowah,Etowah County,AL,1055,H1,359,8.0
35972,Etowah,Etowah County,AL,1055,H1,359,8.0
35952,Etowah,Etowah County,AL,1055,H1,359,8.0
36272,Etowah,Etowah County,AL,1055,H1,362,8.0
35990,Etowah,Etowah County,AL,1055,H1,359,8.0
35904,Etowah,Etowah County,AL,1055,H1,359,8.0
35901,Etowah,Etowah County,AL,1055,H1,359,8.0
35121,Etowah,Etowah County,AL,1055,H1,351,8.0
35907,Etowah,Etowah County,AL,1055,H1,359,8.0
35961,Etowah,Etowah County,AL,1055,H1,359,8.0
36271,Etowah,Etowah County,AL,1055,H1,362,8.0
35574,Fayette,Fayette County,AL,1057,H1,355,13.0
35594,Fayette,Fayette County,AL,1057,H1,355,13.0
35545,Fayette,Fayette County,AL,1057,H1,355,13.0
35546,Fayette,Fayette County,AL,1057,H1,355,13.0
35554,Fayette,Fayette County,AL,1057,H1,355,13.0
35555,Fayette,Fayette County,AL,1057,H1,355,13.0
35579,Fayette,Fayette County,AL,1057,H1,355,13.0
35549,Fayette,Fayette County,AL,1057,H1,355,13.0
35563,Fayette,Fayette County,AL,1057,H1,355,13.0
35559,Fayette,Fayette County,AL,1057,H1,355,13.0
35542,Fayette,Fayette County,AL,1057,H1,355,13.0
35616,Franklin,Franklin County,AL,1059,H1,356,13.0
35654,Franklin,Franklin County,AL,1059,H1,356,13.0
35593,Franklin,Franklin County,AL,1059,H1,355,13.0
35585,Franklin,Franklin County,AL,1059,H1,355,13.0
35582,Franklin,Franklin County,AL,1059,H1,355,13.0
35571,Franklin,Franklin County,AL,1059,H1,355,13.0
35565,Franklin,Franklin County,AL,1059,H1,355,13.0
35581,Franklin,Franklin County,AL,1059,H1,355,13.0
35653,Franklin,Franklin County,AL,1059,H1,356,13.0
35674,Franklin,Franklin County,AL,1059,H1,356,13.0
35564,Franklin,Franklin County,AL,1059,H1,355,13.0
36344,Geneva,Geneva County,AL,1061,H1,363,6.0
36313,Geneva,Geneva County,AL,1061,H1,363,6.0
36453,Geneva,Geneva County,AL,1061,H1,364,6.0
36375,Geneva,Geneva County,AL,1061,H1,363,6.0
36318,Geneva,Geneva County,AL,1061,H1,363,6.0
36322,Geneva,Geneva County,AL,1061,H1,363,6.0
36477,Geneva,Geneva County,AL,1061,H1,364,6.0
36340,Geneva,Geneva County,AL,1061,H1,363,6.0
36352,Geneva,Geneva County,AL,1061,H1,363,6.0
36316,Geneva,Geneva County,AL,1061,H1,363,6.0
36301,Geneva,Geneva County,AL,1061,H1,363,6.0
36314,Geneva,Geneva County,AL,1061,H1,363,6.0
36442,Geneva,Geneva County,AL,1061,H1,364,6.0
36305,Geneva,Geneva County,AL,1061,H1,363,6.0
36349,Geneva,Geneva County,AL,1061,H1,363,6.0
35462,Greene,Greene County,AL,1063,H1,354,12.0
35491,Greene,Greene County,AL,1063,H1,354,12.0
35469,Greene,Greene County,AL,1063,H1,354,12.0
35480,Greene,Greene County,AL,1063,H1,354,12.0
35443,Greene,Greene County,AL,1063,H1,354,12.0
35464,Greene,Greene County,AL,1063,H1,354,12.0
36740,Greene,Greene County,AL,1063,H1,367,12.0
35463,Greene,Greene County,AL,1063,H1,354,12.0
35448,Greene,Greene County,AL,1063,H1,354,12.0
35441,Hale,Hale County,AL,1065,H1,354,12.0
36765,Hale,Hale County,AL,1065,H1,367,12.0
36738,Hale,Hale County,AL,1065,H1,367,12.0
36744,Hale,Hale County,AL,1065,H1,367,12.0
36786,Hale,Hale County,AL,1065,H1,367,12.0
36756,Hale,Hale County,AL,1065,H1,367,12.0
35474,Hale,Hale County,AL,1065,H1,354,12.0
36776,Hale,Hale County,AL,1065,H1,367,12.0
36742,Hale,Hale County,AL,1065,H1,367,12.0
36303,Henry,Henry County,AL,1067,H1,363,6.0
36319,Henry,Henry County,AL,1067,H1,363,6.0
36350,Henry,Henry County,AL,1067,H1,363,6.0
36353,Henry,Henry County,AL,1067,H1,363,6.0
36345,Henry,Henry County,AL,1067,H1,363,6.0
36373,Henry,Henry County,AL,1067,H1,363,6.0
36310,Henry,Henry County,AL,1067,H1,363,6.0
36317,Henry,Henry County,AL,1067,H1,363,6.0
36305,Houston,Houston County,AL,1069,H1,363,6.0
36345,Houston,Houston County,AL,1069,H1,363,6.0
36321,Houston,Houston County,AL,1069,H1,363,6.0
36301,Houston,Houston County,AL,1069,H1,363,6.0
36352,Houston,Houston County,AL,1069,H1,363,6.0
36343,Houston,Houston County,AL,1069,H1,363,6.0
36319,Houston,Houston County,AL,1069,H1,363,6.0
36320,Houston,Houston County,AL,1069,H1,363,6.0
36350,Houston,Houston County,AL,1069,H1,363,6.0
36303,Houston,Houston County,AL,1069,H1,363,6.0
36312,Houston,Houston County,AL,1069,H1,363,6.0
36370,Houston,Houston County,AL,1069,H1,363,6.0
36302,Houston,Houston County,AL,1069,H1,363,6.0
36376,Houston,Houston County,AL,1069,H1,363,6.0
36375,Houston,Houston County,AL,1069,H1,363,6.0
35772,Jackson,Jackson County,AL,1071,H1,357,13.0
35744,Jackson,Jackson County,AL,1071,H1,357,13.0
35978,Jackson,Jackson County,AL,1071,H1,359,13.0
35769,Jackson,Jackson County,AL,1071,H1,357,13.0
35748,Jackson,Jackson County,AL,1071,H1,357,13.0
35768,Jackson,Jackson County,AL,1071,H1,357,13.0
35752,Jackson,Jackson County,AL,1071,H1,357,13.0
35771,Jackson,Jackson County,AL,1071,H1,357,13.0
35766,Jackson,Jackson County,AL,1071,H1,357,13.0
35765,Jackson,Jackson County,AL,1071,H1,357,13.0
35776,Jackson,Jackson County,AL,1071,H1,357,13.0
35755,Jackson,Jackson County,AL,1071,H1,357,13.0
35764,Jackson,Jackson County,AL,1071,H1,357,13.0
35966,Jackson,Jackson County,AL,1071,H1,359,13.0
35958,Jackson,Jackson County,AL,1071,H1,359,13.0
35746,Jackson,Jackson County,AL,1071,H1,357,13.0
35979,Jackson,Jackson County,AL,1071,H1,359,13.0
35774,Jackson,Jackson County,AL,1071,H1,357,13.0
