zip_code,county_standardized,county_original,state,stcountyfp,classfp,ZIP3,rating_area
36750,Bibb County,Bibb County,AL,1007,H1,367,3
35115,Bibb County,Bibb County,AL,1007,H1,351,3
35188,Bibb County,Bibb County,AL,1007,H1,351,3
36793,Bibb County,Bibb County,AL,1007,H1,367,3
35074,Bibb County,Bibb County,AL,1007,H1,350,3
35042,Bibb County,Bibb County,AL,1007,H1,350,3
35111,Bibb County,Bibb County,AL,1007,H1,351,3
35184,Bibb County,Bibb County,AL,1007,H1,351,3
36792,Bibb County,Bibb County,AL,1007,H1,367,3
35456,Bibb County,Bibb County,AL,1007,H1,354,3
35031,Blount County,Blount County,AL,1009,H1,350,3
35121,Blount County,Blount County,AL,1009,H1,351,3
35063,Blount County,Blount County,AL,1009,H1,350,3
35016,Blount County,Blount County,AL,1009,H1,350,3
35079,Blount County,Blount County,AL,1009,H1,350,3
35097,Blount County,Blount County,AL,1009,H1,350,3
35133,Blount County,Blount County,AL,1009,H1,351,3
35957,Blount County,Blount County,AL,1009,H1,359,3
35126,Blount County,Blount County,AL,1009,H1,351,3
35049,Blount County,Blount County,AL,1009,H1,350,3
35172,Blount County,Blount County,AL,1009,H1,351,3
35952,Blount County,Blount County,AL,1009,H1,359,3
35180,Blount County,Blount County,AL,1009,H1,351,3
35146,Blount County,Blount County,AL,1009,H1,351,3
35976,Blount County,Blount County,AL,1009,H1,359,3
35980,Blount County,Blount County,AL,1009,H1,359,3
35013,Blount County,Blount County,AL,1009,H1,350,3
36830,Bullock County,Bullock County,AL,1011,H1,368,13
36031,Bullock County,Bullock County,AL,1011,H1,360,13
36089,Bullock County,Bullock County,AL,1011,H1,360,13
36029,Bullock County,Bullock County,AL,1011,H1,360,13
36081,Bullock County,Bullock County,AL,1011,H1,360,13
36860,Bullock County,Bullock County,AL,1011,H1,368,13
36053,Bullock County,Bullock County,AL,1011,H1,360,13
36005,Bullock County,Bullock County,AL,1011,H1,360,13
36052,Bullock County,Bullock County,AL,1011,H1,360,13
36037,Butler County,Butler County,AL,1013,H1,360,13
36033,Butler County,Butler County,AL,1013,H1,360,13
36032,Butler County,Butler County,AL,1013,H1,360,13
36456,Butler County,Butler County,AL,1013,H1,364,13
36474,Butler County,Butler County,AL,1013,H1,364,13
36030,Butler County,Butler County,AL,1013,H1,360,13
36042,Butler County,Butler County,AL,1013,H1,360,13
36071,Butler County,Butler County,AL,1013,H1,360,13
36015,Butler County,Butler County,AL,1013,H1,360,13
36206,Calhoun County,Calhoun County,AL,1015,H1,362,1
36204,Calhoun County,Calhoun County,AL,1015,H1,362,1
35096,Calhoun County,Calhoun County,AL,1015,H1,350,1
36279,Calhoun County,Calhoun County,AL,1015,H1,362,1
36205,Calhoun County,Calhoun County,AL,1015,H1,362,1
36260,Calhoun County,Calhoun County,AL,1015,H1,362,1
36271,Calhoun County,Calhoun County,AL,1015,H1,362,1
36272,Calhoun County,Calhoun County,AL,1015,H1,362,1
36201,Calhoun County,Calhoun County,AL,1015,H1,362,1
36203,Calhoun County,Calhoun County,AL,1015,H1,362,1
36207,Calhoun County,Calhoun County,AL,1015,H1,362,1
36265,Calhoun County,Calhoun County,AL,1015,H1,362,1
36202,Calhoun County,Calhoun County,AL,1015,H1,362,1
36257,Calhoun County,Calhoun County,AL,1015,H1,362,1
36253,Calhoun County,Calhoun County,AL,1015,H1,362,1
36254,Calhoun County,Calhoun County,AL,1015,H1,362,1
35905,Calhoun County,Calhoun County,AL,1015,H1,359,1
36250,Calhoun County,Calhoun County,AL,1015,H1,362,1
36277,Calhoun County,Calhoun County,AL,1015,H1,362,1
36852,Chambers County,Chambers County,AL,1017,H1,368,13
36855,Chambers County,Chambers County,AL,1017,H1,368,13
36879,Chambers County,Chambers County,AL,1017,H1,368,13
36274,Chambers County,Chambers County,AL,1017,H1,362,13
36862,Chambers County,Chambers County,AL,1017,H1,368,13
36863,Chambers County,Chambers County,AL,1017,H1,368,13
36801,Chambers County,Chambers County,AL,1017,H1,368,13
36854,Chambers County,Chambers County,AL,1017,H1,368,13
36276,Chambers County,Chambers County,AL,1017,H1,362,13
36850,Chambers County,Chambers County,AL,1017,H1,368,13
35973,Cherokee County,Cherokee County,AL,1019,H1,359,13
35959,Cherokee County,Cherokee County,AL,1019,H1,359,13
35901,Cherokee County,Cherokee County,AL,1019,H1,359,13
35984,Cherokee County,Cherokee County,AL,1019,H1,359,13
36272,Cherokee County,Cherokee County,AL,1019,H1,362,13
35967,Cherokee County,Cherokee County,AL,1019,H1,359,13
35961,Cherokee County,Cherokee County,AL,1019,H1,359,13
35903,Cherokee County,Cherokee County,AL,1019,H1,359,13
36275,Cherokee County,Cherokee County,AL,1019,H1,362,13
35960,Cherokee County,Cherokee County,AL,1019,H1,359,13
35983,Cherokee County,Cherokee County,AL,1019,H1,359,13
36006,Chilton County,Chilton County,AL,1021,H1,360,3
35115,Chilton County,Chilton County,AL,1021,H1,351,3
35040,Chilton County,Chilton County,AL,1021,H1,350,3
36790,Chilton County,Chilton County,AL,1021,H1,367,3
36758,Chilton County,Chilton County,AL,1021,H1,367,3
36793,Chilton County,Chilton County,AL,1021,H1,367,3
36750,Chilton County,Chilton County,AL,1021,H1,367,3
36051,Chilton County,Chilton County,AL,1021,H1,360,3
35046,Chilton County,Chilton County,AL,1021,H1,350,3
35045,Chilton County,Chilton County,AL,1021,H1,350,3
35171,Chilton County,Chilton County,AL,1021,H1,351,3
36792,Chilton County,Chilton County,AL,1021,H1,367,3
35085,Chilton County,Chilton County,AL,1021,H1,350,3
36091,Chilton County,Chilton County,AL,1021,H1,360,3
36908,Choctaw County,Choctaw County,AL,1023,H1,369,13
36913,Choctaw County,Choctaw County,AL,1023,H1,369,13
36919,Choctaw County,Choctaw County,AL,1023,H1,369,13
36921,Choctaw County,Choctaw County,AL,1023,H1,369,13
36904,Choctaw County,Choctaw County,AL,1023,H1,369,13
36912,Choctaw County,Choctaw County,AL,1023,H1,369,13
36910,Choctaw County,Choctaw County,AL,1023,H1,369,13
36916,Choctaw County,Choctaw County,AL,1023,H1,369,13
36922,Choctaw County,Choctaw County,AL,1023,H1,369,13
36558,Choctaw County,Choctaw County,AL,1023,H1,365,13
36915,Choctaw County,Choctaw County,AL,1023,H1,369,13
36436,Clarke County,Clarke County,AL,1025,H1,364,13
36751,Clarke County,Clarke County,AL,1025,H1,367,13
36446,Clarke County,Clarke County,AL,1025,H1,364,13
36524,Clarke County,Clarke County,AL,1025,H1,365,13
36784,Clarke County,Clarke County,AL,1025,H1,367,13
36451,Clarke County,Clarke County,AL,1025,H1,364,13
36540,Clarke County,Clarke County,AL,1025,H1,365,13
36482,Clarke County,Clarke County,AL,1025,H1,364,13
36727,Clarke County,Clarke County,AL,1025,H1,367,13
36782,Clarke County,Clarke County,AL,1025,H1,367,13
36545,Clarke County,Clarke County,AL,1025,H1,365,13
36251,Clay County,Clay County,AL,1027,H1,362,13
36267,Clay County,Clay County,AL,1027,H1,362,13
35082,Clay County,Clay County,AL,1027,H1,350,13
35160,Clay County,Clay County,AL,1027,H1,351,13
35072,Clay County,Clay County,AL,1027,H1,350,13
35089,Clay County,Clay County,AL,1027,H1,350,13
36266,Clay County,Clay County,AL,1027,H1,362,13
36255,Clay County,Clay County,AL,1027,H1,362,13
36256,Clay County,Clay County,AL,1027,H1,362,13
36258,Clay County,Clay County,AL,1027,H1,362,13
36276,Clay County,Clay County,AL,1027,H1,362,13
36268,Clay County,Clay County,AL,1027,H1,362,13
36273,Cleburne County,Cleburne County,AL,1029,H1,362,13
36269,Cleburne County,Cleburne County,AL,1029,H1,362,13
36207,Cleburne County,Cleburne County,AL,1029,H1,362,13
36268,Cleburne County,Cleburne County,AL,1029,H1,362,13
36258,Cleburne County,Cleburne County,AL,1029,H1,362,13
36262,Cleburne County,Cleburne County,AL,1029,H1,362,13
36261,Cleburne County,Cleburne County,AL,1029,H1,362,13
36264,Cleburne County,Cleburne County,AL,1029,H1,362,13
36272,Cleburne County,Cleburne County,AL,1029,H1,362,13
36322,Coffee County,Coffee County,AL,1031,H1,363,13
36453,Coffee County,Coffee County,AL,1031,H1,364,13
36079,Coffee County,Coffee County,AL,1031,H1,360,13
36351,Coffee County,Coffee County,AL,1031,H1,363,13
36477,Coffee County,Coffee County,AL,1031,H1,364,13
36346,Coffee County,Coffee County,AL,1031,H1,363,13
36311,Coffee County,Coffee County,AL,1031,H1,363,13
36010,Coffee County,Coffee County,AL,1031,H1,360,13
36318,Coffee County,Coffee County,AL,1031,H1,363,13
36034,Coffee County,Coffee County,AL,1031,H1,360,13
36316,Coffee County,Coffee County,AL,1031,H1,363,13
36009,Coffee County,Coffee County,AL,1031,H1,360,13
36330,Coffee County,Coffee County,AL,1031,H1,363,13
36323,Coffee County,Coffee County,AL,1031,H1,363,13
36467,Coffee County,Coffee County,AL,1031,H1,364,13
36360,Coffee County,Coffee County,AL,1031,H1,363,13
35616,Colbert County,Colbert County,AL,1033,H1,356,7
35654,Colbert County,Colbert County,AL,1033,H1,356,7
35646,Colbert County,Colbert County,AL,1033,H1,356,7
35653,Colbert County,Colbert County,AL,1033,H1,356,7
35582,Colbert County,Colbert County,AL,1033,H1,355,7
35674,Colbert County,Colbert County,AL,1033,H1,356,7
35661,Colbert County,Colbert County,AL,1033,H1,356,7
35672,Colbert County,Colbert County,AL,1033,H1,356,7
35660,Colbert County,Colbert County,AL,1033,H1,356,7
36471,Conecuh County,Conecuh County,AL,1035,H1,364,13
36330,Conecuh County,Conecuh County,AL,1035,H1,363,13
36426,Conecuh County,Conecuh County,AL,1035,H1,364,13
36454,Conecuh County,Conecuh County,AL,1035,H1,364,13
36460,Conecuh County,Conecuh County,AL,1035,H1,364,13
36401,Conecuh County,Conecuh County,AL,1035,H1,364,13
36442,Conecuh County,Conecuh County,AL,1035,H1,364,13
36473,Conecuh County,Conecuh County,AL,1035,H1,364,13
36502,Conecuh County,Conecuh County,AL,1035,H1,365,13
36475,Conecuh County,Conecuh County,AL,1035,H1,364,13
36456,Conecuh County,Conecuh County,AL,1035,H1,364,13
36432,Conecuh County,Conecuh County,AL,1035,H1,364,13
36474,Conecuh County,Conecuh County,AL,1035,H1,364,13
36421,Conecuh County,Conecuh County,AL,1035,H1,364,13
36033,Conecuh County,Conecuh County,AL,1035,H1,360,13
35151,Coosa County,Coosa County,AL,1037,H1,351,13
35150,Coosa County,Coosa County,AL,1037,H1,351,13
36026,Coosa County,Coosa County,AL,1037,H1,360,13
36080,Coosa County,Coosa County,AL,1037,H1,360,13
35046,Coosa County,Coosa County,AL,1037,H1,350,13
35089,Coosa County,Coosa County,AL,1037,H1,350,13
35136,Coosa County,Coosa County,AL,1037,H1,351,13
35072,Coosa County,Coosa County,AL,1037,H1,350,13
35010,Coosa County,Coosa County,AL,1037,H1,350,13
35183,Coosa County,Coosa County,AL,1037,H1,351,13
36420,Covington County,Covington County,AL,1039,H1,364,13
36421,Covington County,Covington County,AL,1039,H1,364,13
36453,Covington County,Covington County,AL,1039,H1,364,13
36483,Covington County,Covington County,AL,1039,H1,364,13
36455,Covington County,Covington County,AL,1039,H1,364,13
36476,Covington County,Covington County,AL,1039,H1,364,13
36467,Covington County,Covington County,AL,1039,H1,364,13
36474,Covington County,Covington County,AL,1039,H1,364,13
36038,Covington County,Covington County,AL,1039,H1,360,13
36401,Covington County,Covington County,AL,1039,H1,364,13
36028,Covington County,Covington County,AL,1039,H1,360,13
36477,Covington County,Covington County,AL,1039,H1,364,13
36442,Covington County,Covington County,AL,1039,H1,364,13
36456,Covington County,Covington County,AL,1039,H1,364,13
36037,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36035,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36009,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36071,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36049,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36028,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36036,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36041,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36034,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36046,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36042,Crenshaw County,Crenshaw County,AL,1041,H1,360,13
36467,Crenshaw County,Crenshaw County,AL,1041,H1,364,13
36323,Crenshaw County,Crenshaw County,AL,1041,H1,363,13
35057,Cullman County,Cullman County,AL,1043,H1,350,13
35087,Cullman County,Cullman County,AL,1043,H1,350,13
35033,Cullman County,Cullman County,AL,1043,H1,350,13
35058,Cullman County,Cullman County,AL,1043,H1,350,13
35056,Cullman County,Cullman County,AL,1043,H1,350,13
35179,Cullman County,Cullman County,AL,1043,H1,351,13
35622,Cullman County,Cullman County,AL,1043,H1,356,13
35053,Cullman County,Cullman County,AL,1043,H1,350,13
35098,Cullman County,Cullman County,AL,1043,H1,350,13
35619,Cullman County,Cullman County,AL,1043,H1,356,13
35541,Cullman County,Cullman County,AL,1043,H1,355,13
35670,Cullman County,Cullman County,AL,1043,H1,356,13
35077,Cullman County,Cullman County,AL,1043,H1,350,13
35016,Cullman County,Cullman County,AL,1043,H1,350,13
35621,Cullman County,Cullman County,AL,1043,H1,356,13
35540,Cullman County,Cullman County,AL,1043,H1,355,13
35976,Cullman County,Cullman County,AL,1043,H1,359,13
35083,Cullman County,Cullman County,AL,1043,H1,350,13
35070,Cullman County,Cullman County,AL,1043,H1,350,13
35019,Cullman County,Cullman County,AL,1043,H1,350,13
35055,Cullman County,Cullman County,AL,1043,H1,350,13
36322,Dale County,Dale County,AL,1045,H1,363,13
36303,Dale County,Dale County,AL,1045,H1,363,13
36353,Dale County,Dale County,AL,1045,H1,363,13
36345,Dale County,Dale County,AL,1045,H1,363,13
36374,Dale County,Dale County,AL,1045,H1,363,13
36360,Dale County,Dale County,AL,1045,H1,363,13
36317,Dale County,Dale County,AL,1045,H1,363,13
36371,Dale County,Dale County,AL,1045,H1,363,13
36350,Dale County,Dale County,AL,1045,H1,363,13
36362,Dale County,Dale County,AL,1045,H1,363,13
36311,Dale County,Dale County,AL,1045,H1,363,13
36330,Dale County,Dale County,AL,1045,H1,363,13
36361,Dale County,Dale County,AL,1045,H1,363,13
36352,Dale County,Dale County,AL,1045,H1,363,13
36761,Dallas County,Dallas County,AL,1047,H1,367,13
36767,Dallas County,Dallas County,AL,1047,H1,367,13
36701,Dallas County,Dallas County,AL,1047,H1,367,13
36773,Dallas County,Dallas County,AL,1047,H1,367,13
36758,Dallas County,Dallas County,AL,1047,H1,367,13
36785,Dallas County,Dallas County,AL,1047,H1,367,13
36759,Dallas County,Dallas County,AL,1047,H1,367,13
36749,Dallas County,Dallas County,AL,1047,H1,367,13
36703,Dallas County,Dallas County,AL,1047,H1,367,13
36775,Dallas County,Dallas County,AL,1047,H1,367,13
35962,DeKalb County,DeKalb County,AL,1049,H1,359,13
35968,DeKalb County,DeKalb County,AL,1049,H1,359,13
35765,DeKalb County,DeKalb County,AL,1049,H1,357,13
35984,DeKalb County,DeKalb County,AL,1049,H1,359,13
35986,DeKalb County,DeKalb County,AL,1049,H1,359,13
35983,DeKalb County,DeKalb County,AL,1049,H1,359,13
35971,DeKalb County,DeKalb County,AL,1049,H1,359,13
35959,DeKalb County,DeKalb County,AL,1049,H1,359,13
35956,DeKalb County,DeKalb County,AL,1049,H1,359,13
35989,DeKalb County,DeKalb County,AL,1049,H1,359,13
35988,DeKalb County,DeKalb County,AL,1049,H1,359,13
35771,DeKalb County,DeKalb County,AL,1049,H1,357,13
35957,DeKalb County,DeKalb County,AL,1049,H1,359,13
35978,DeKalb County,DeKalb County,AL,1049,H1,359,13
35966,DeKalb County,DeKalb County,AL,1049,H1,359,13
35963,DeKalb County,DeKalb County,AL,1049,H1,359,13
35979,DeKalb County,DeKalb County,AL,1049,H1,359,13
35975,DeKalb County,DeKalb County,AL,1049,H1,359,13
35967,DeKalb County,DeKalb County,AL,1049,H1,359,13
35974,DeKalb County,DeKalb County,AL,1049,H1,359,13
35951,DeKalb County,DeKalb County,AL,1049,H1,359,13
35981,DeKalb County,DeKalb County,AL,1049,H1,359,13
35961,DeKalb County,DeKalb County,AL,1049,H1,359,13
35954,DeKalb County,DeKalb County,AL,1049,H1,359,13
35010,Elmore County,Elmore County,AL,1051,H1,350,11
36054,Elmore County,Elmore County,AL,1051,H1,360,11
35136,Elmore County,Elmore County,AL,1051,H1,351,11
36051,Elmore County,Elmore County,AL,1051,H1,360,11
36022,Elmore County,Elmore County,AL,1051,H1,360,11
36066,Elmore County,Elmore County,AL,1051,H1,360,11
36080,Elmore County,Elmore County,AL,1051,H1,360,11
36024,Elmore County,Elmore County,AL,1051,H1,360,11
36026,Elmore County,Elmore County,AL,1051,H1,360,11
36025,Elmore County,Elmore County,AL,1051,H1,360,11
36020,Elmore County,Elmore County,AL,1051,H1,360,11
36067,Elmore County,Elmore County,AL,1051,H1,360,11
36093,Elmore County,Elmore County,AL,1051,H1,360,11
36078,Elmore County,Elmore County,AL,1051,H1,360,11
36092,Elmore County,Elmore County,AL,1051,H1,360,11
36420,Escambia County,Escambia County,AL,1053,H1,364,13
36483,Escambia County,Escambia County,AL,1053,H1,364,13
36543,Escambia County,Escambia County,AL,1053,H1,365,13
36441,Escambia County,Escambia County,AL,1053,H1,364,13
36502,Escambia County,Escambia County,AL,1053,H1,365,13
36562,Escambia County,Escambia County,AL,1053,H1,365,13
36426,Escambia County,Escambia County,AL,1053,H1,364,13
36432,Escambia County,Escambia County,AL,1053,H1,364,13
36475,Escambia County,Escambia County,AL,1053,H1,364,13
36503,Escambia County,Escambia County,AL,1053,H1,365,13
35902,Etowah County,Etowah County,AL,1055,H1,359,8
35905,Etowah County,Etowah County,AL,1055,H1,359,8
35906,Etowah County,Etowah County,AL,1055,H1,359,8
35954,Etowah County,Etowah County,AL,1055,H1,359,8
35956,Etowah County,Etowah County,AL,1055,H1,359,8
35957,Etowah County,Etowah County,AL,1055,H1,359,8
35903,Etowah County,Etowah County,AL,1055,H1,359,8
35972,Etowah County,Etowah County,AL,1055,H1,359,8
35952,Etowah County,Etowah County,AL,1055,H1,359,8
36272,Etowah County,Etowah County,AL,1055,H1,362,8
35990,Etowah County,Etowah County,AL,1055,H1,359,8
35904,Etowah County,Etowah County,AL,1055,H1,359,8
35901,Etowah County,Etowah County,AL,1055,H1,359,8
35121,Etowah County,Etowah County,AL,1055,H1,351,8
35907,Etowah County,Etowah County,AL,1055,H1,359,8
35961,Etowah County,Etowah County,AL,1055,H1,359,8
36271,Etowah County,Etowah County,AL,1055,H1,362,8
35574,Fayette County,Fayette County,AL,1057,H1,355,13
35594,Fayette County,Fayette County,AL,1057,H1,355,13
35545,Fayette County,Fayette County,AL,1057,H1,355,13
35546,Fayette County,Fayette County,AL,1057,H1,355,13
35554,Fayette County,Fayette County,AL,1057,H1,355,13
35555,Fayette County,Fayette County,AL,1057,H1,355,13
35579,Fayette County,Fayette County,AL,1057,H1,355,13
35549,Fayette County,Fayette County,AL,1057,H1,355,13
35563,Fayette County,Fayette County,AL,1057,H1,355,13
35559,Fayette County,Fayette County,AL,1057,H1,355,13
35542,Fayette County,Fayette County,AL,1057,H1,355,13
35616,Franklin County,Franklin County,AL,1059,H1,356,13
35654,Franklin County,Franklin County,AL,1059,H1,356,13
35593,Franklin County,Franklin County,AL,1059,H1,355,13
35585,Franklin County,Franklin County,AL,1059,H1,355,13
35582,Franklin County,Franklin County,AL,1059,H1,355,13
35571,Franklin County,Franklin County,AL,1059,H1,355,13
35565,Franklin County,Franklin County,AL,1059,H1,355,13
35581,Franklin County,Franklin County,AL,1059,H1,355,13
35653,Franklin County,Franklin County,AL,1059,H1,356,13
35674,Franklin County,Franklin County,AL,1059,H1,356,13
35564,Franklin County,Franklin County,AL,1059,H1,355,13
36344,Geneva County,Geneva County,AL,1061,H1,363,6
36313,Geneva County,Geneva County,AL,1061,H1,363,6
36453,Geneva County,Geneva County,AL,1061,H1,364,6
36375,Geneva County,Geneva County,AL,1061,H1,363,6
36318,Geneva County,Geneva County,AL,1061,H1,363,6
36322,Geneva County,Geneva County,AL,1061,H1,363,6
36477,Geneva County,Geneva County,AL,1061,H1,364,6
36340,Geneva County,Geneva County,AL,1061,H1,363,6
36352,Geneva County,Geneva County,AL,1061,H1,363,6
36316,Geneva County,Geneva County,AL,1061,H1,363,6
36301,Geneva County,Geneva County,AL,1061,H1,363,6
36314,Geneva County,Geneva County,AL,1061,H1,363,6
36442,Geneva County,Geneva County,AL,1061,H1,364,6
36305,Geneva County,Geneva County,AL,1061,H1,363,6
36349,Geneva County,Geneva County,AL,1061,H1,363,6
35462,Greene County,Greene County,AL,1063,H1,354,12
35491,Greene County,Greene County,AL,1063,H1,354,12
35469,Greene County,Greene County,AL,1063,H1,354,12
35480,Greene County,Greene County,AL,1063,H1,354,12
35443,Greene County,Greene County,AL,1063,H1,354,12
35464,Greene County,Greene County,AL,1063,H1,354,12
36740,Greene County,Greene County,AL,1063,H1,367,12
35463,Greene County,Greene County,AL,1063,H1,354,12
35448,Greene County,Greene County,AL,1063,H1,354,12
35441,Hale County,Hale County,AL,1065,H1,354,12
36765,Hale County,Hale County,AL,1065,H1,367,12
36738,Hale County,Hale County,AL,1065,H1,367,12
36744,Hale County,Hale County,AL,1065,H1,367,12
36786,Hale County,Hale County,AL,1065,H1,367,12
36756,Hale County,Hale County,AL,1065,H1,367,12
35474,Hale County,Hale County,AL,1065,H1,354,12
36776,Hale County,Hale County,AL,1065,H1,367,12
36742,Hale County,Hale County,AL,1065,H1,367,12
36303,Henry County,Henry County,AL,1067,H1,363,6
36319,Henry County,Henry County,AL,1067,H1,363,6
36350,Henry County,Henry County,AL,1067,H1,363,6
36353,Henry County,Henry County,AL,1067,H1,363,6
36345,Henry County,Henry County,AL,1067,H1,363,6
36373,Henry County,Henry County,AL,1067,H1,363,6
36310,Henry County,Henry County,AL,1067,H1,363,6
36317,Henry County,Henry County,AL,1067,H1,363,6
36305,Houston County,Houston County,AL,1069,H1,363,6
36345,Houston County,Houston County,AL,1069,H1,363,6
36321,Houston County,Houston County,AL,1069,H1,363,6
36301,Houston County,Houston County,AL,1069,H1,363,6
36352,Houston County,Houston County,AL,1069,H1,363,6
36343,Houston County,Houston County,AL,1069,H1,363,6
36319,Houston County,Houston County,AL,1069,H1,363,6
36320,Houston County,Houston County,AL,1069,H1,363,6
36350,Houston County,Houston County,AL,1069,H1,363,6
36303,Houston County,Houston County,AL,1069,H1,363,6
36312,Houston County,Houston County,AL,1069,H1,363,6
36370,Houston County,Houston County,AL,1069,H1,363,6
36302,Houston County,Houston County,AL,1069,H1,363,6
36376,Houston County,Houston County,AL,1069,H1,363,6
36375,Houston County,Houston County,AL,1069,H1,363,6
35772,Jackson County,Jackson County,AL,1071,H1,357,13
35744,Jackson County,Jackson County,AL,1071,H1,357,13
35978,Jackson County,Jackson County,AL,1071,H1,359,13
35769,Jackson County,Jackson County,AL,1071,H1,357,13
35748,Jackson County,Jackson County,AL,1071,H1,357,13
35768,Jackson County,Jackson County,AL,1071,H1,357,13
35752,Jackson County,Jackson County,AL,1071,H1,357,13
35771,Jackson County,Jackson County,AL,1071,H1,357,13
35766,Jackson County,Jackson County,AL,1071,H1,357,13
35765,Jackson County,Jackson County,AL,1071,H1,357,13
35776,Jackson County,Jackson County,AL,1071,H1,357,13
35755,Jackson County,Jackson County,AL,1071,H1,357,13
35764,Jackson County,Jackson County,AL,1071,H1,357,13
35966,Jackson County,Jackson County,AL,1071,H1,359,13
35958,Jackson County,Jackson County,AL,1071,H1,359,13
35746,Jackson County,Jackson County,AL,1071,H1,357,13
35979,Jackson County,Jackson County,AL,1071,H1,359,13
35774,Jackson County,Jackson County,AL,1071,H1,357,13
35740,Jackson County,Jackson County,AL,1071,H1,357,13
35745,Jackson County,Jackson County,AL,1071,H1,357,13
35751,Jackson County,Jackson County,AL,1071,H1,357,13
35212,Jefferson County,Jefferson County,AL,1073,H1,352,3
35215,Jefferson County,Jefferson County,AL,1073,H1,352,3
35173,Jefferson County,Jefferson County,AL,1073,H1,351,3
35205,Jefferson County,Jefferson County,AL,1073,H1,352,3
35180,Jefferson County,Jefferson County,AL,1073,H1,351,3
35232,Jefferson County,Jefferson County,AL,1073,H1,352,3
35218,Jefferson County,Jefferson County,AL,1073,H1,352,3
35444,Jefferson County,Jefferson County,AL,1073,H1,354,3
35048,Jefferson County,Jefferson County,AL,1073,H1,350,3
35254,Jefferson County,Jefferson County,AL,1073,H1,352,3
35181,Jefferson County,Jefferson County,AL,1073,H1,351,3
35079,Jefferson County,Jefferson County,AL,1073,H1,350,3
