Unnamed: 0,household_id,state_code_str,zip_code,county_str,rating_area
262,401,ME,04046,YORK_COUNTY_ME,1.0
263,414,ME,04426,PISCATAQUIS_COUNTY_ME,3.0
264,420,ME,04062,CUMBERLAND_COUNTY_ME,1.0
265,422,ME,03901,YORK_COUNTY_ME,1.0
266,425,ME,04578,LINCOLN_COUNTY_ME,2.0
267,427,ME,04355,KENNEBEC_COUNTY_ME,2.0
268,436,ME,04351,KENNEBEC_COUNTY_ME,2.0
269,439,ME,04007,YORK_COUNTY_ME,
270,440,ME,04346,KENNEBEC_COUNTY_ME,2.0
271,441,ME,04950,SOMERSET_COUNTY_ME,3.0
272,446,ME,04351,KENNEBEC_COUNTY_ME,2.0
273,447,ME,04865,KNOX_COUNTY_ME,2.0
274,448,ME,04401,PENOBSCOT_COUNTY_ME,3.0
275,466,ME,04903,KENNEBEC_COUNTY_ME,2.0
276,467,ME,04364,KENNEBEC_COUNTY_ME,2.0
277,490,ME,04572,LINCOLN_COUNTY_ME,2.0
277,490,ME,04572,LINCOLN_COUNTY_ME,2.0
278,492,ME,04004,YORK_COUNTY_ME,1.0
279,494,ME,04043,YORK_COUNTY_ME,1.0
280,504,ME,04468,PENOBSCOT_COUNTY_ME,3.0
281,513,ME,04953,PENOBSCOT_COUNTY_ME,3.0
282,514,ME,04938,FRANKLIN_COUNTY_ME,3.0
282,514,ME,04938,FRANKLIN_COUNTY_ME,3.0
283,530,ME,04073,YORK_COUNTY_ME,1.0
284,531,ME,04240,ANDROSCOGGIN_COUNTY_ME,3.0
285,532,ME,04265,KENNEBEC_COUNTY_ME,2.0
286,534,ME,04008,SAGADAHOC_COUNTY_ME,1.0
287,541,ME,04463,PISCATAQUIS_COUNTY_ME,3.0
288,545,ME,04002,YORK_COUNTY_ME,1.0
289,555,ME,04963,KENNEBEC_COUNTY_ME,2.0
290,556,ME,04107,CUMBERLAND_COUNTY_ME,1.0
291,557,ME,03906,YORK_COUNTY_ME,1.0
292,560,ME,04736,AROOSTOOK_COUNTY_ME,4.0
293,562,ME,04937,SOMERSET_COUNTY_ME,2.0
293,562,ME,04937,SOMERSET_COUNTY_ME,3.0
294,563,ME,04444,PENOBSCOT_COUNTY_ME,3.0
295,566,ME,04402,PENOBSCOT_COUNTY_ME,3.0
296,567,ME,04014,YORK_COUNTY_ME,1.0
297,572,ME,04092,CUMBERLAND_COUNTY_ME,1.0
298,573,ME,04123,CUMBERLAND_COUNTY_ME,1.0
299,574,ME,04086,SAGADAHOC_COUNTY_ME,1.0
300,577,ME,04093,YORK_COUNTY_ME,1.0
301,578,ME,04236,ANDROSCOGGIN_COUNTY_ME,3.0
302,579,ME,04578,LINCOLN_COUNTY_ME,2.0
303,581,ME,04963,KENNEBEC_COUNTY_ME,2.0
304,584,ME,04841,KNOX_COUNTY_ME,2.0
305,585,ME,04004,YORK_COUNTY_ME,1.0
306,586,ME,04915,WALDO_COUNTY_ME,3.0
307,587,ME,04924,SOMERSET_COUNTY_ME,3.0
308,588,ME,04259,KENNEBEC_COUNTY_ME,2.0
309,589,ME,04345,KENNEBEC_COUNTY_ME,2.0
309,589,ME,04345,KENNEBEC_COUNTY_ME,1.0
310,590,ME,04779,AROOSTOOK_COUNTY_ME,4.0
311,597,ME,04578,LINCOLN_COUNTY_ME,2.0
312,598,ME,03909,YORK_COUNTY_ME,1.0
313,599,ME,04039,CUMBERLAND_COUNTY_ME,1.0
314,601,ME,04694,WASHINGTON_COUNTY_ME,4.0
315,602,ME,04086,SAGADAHOC_COUNTY_ME,1.0
316,603,ME,04353,LINCOLN_COUNTY_ME,2.0
316,603,ME,04353,LINCOLN_COUNTY_ME,2.0
317,604,ME,03907,YORK_COUNTY_ME,1.0
318,605,ME,04087,YORK_COUNTY_ME,1.0
319,608,ME,03909,YORK_COUNTY_ME,1.0
320,609,ME,04605,HANCOCK_COUNTY_ME,4.0
321,610,ME,04938,FRANKLIN_COUNTY_ME,3.0
