zip_code
99553
99612
99827
36206
36865
35035
36804
35650
36344
35616
35902
35611
36688
36003
35462
36550
72131
72424
72626
71998
72003
71745
72955
86544
86333
85357
85012
85544
85645
85610
95223
94903
95667
94123
94530
94538
94040
94303
93901
93623
93622
93449
92251
93390
93515
93234
92555
92627
91901
80026
80817
80010
80526
81507
80513
81022
81136
81137
06484
06010
06039
06457
06443
06320
06250
06234
20376
19904
32609
32087
32456
32026
32949
33351
32448
33948
34442
32006
34134
32061
34266
32648
32205
32501
32145
32322
32351
32643
33935
32465
32052
33873
33471
34605
33852
33511
32452
32962
32432
32344
32066
32702
33904
32399
32626
32334
32340
34217
32696
34996
33193
33043
32034
32579
34973
32792
34758
33404
33559
33709
33859
32640
32572
34231
32792
32081
34947
34785
32062
32348
32054
32738
32355
32433
32437
31721
30666
30121
30170
30441
31510
30726
31805
30541
30543
31552
31216
30753
31557
31798
31087
96929
96720
50276
50039
50568
50155
52569
52332
52101
83204
83320
83402
83547
83616
83735
83830
60056
60060
60148
60416
61114
61356
61427
61778
61803
62338
62086
62062
62914
46307
46514
46731
46825
47970
46998
46065
47338
46171
46147
47024
47203
46164
47060
47519
47141
47666
66085
66091
66937
67567
67104
67228
66772
42022
42262
40145
42743
40372
41048
40353
40977
70115
70339
70515
70638
70346
71356
71465
71251
01226
01521
02048
01842
02143
02360
02638
21076
20714
20850
21539
04021
04360
04252
04746
48166
48082
48061
49221
48433
48720
48837
48703
49107
49089
49078
48837
48612
49615
48738
49826
55963
55720
56068
56030
56236
56511
56469
55038
56634
64430
63501
64701
64752
63345
63077
64748
65605
63937
63787
38611
38642
39059
39403
39573
39121
59070
59644
59912
59736
28622
28678
28623
28135
28040
27265
27284
27229
28382
27565
27253
27967
27816
27829
28420
27860
58501
58078
58203
58562
68038
68314
68980
69146
03226
08404
87176
87401
88008
87507
87820
89019
89523
89423
89496
12183
14813
12455
10452
14423
13790
13733
11580
43526
45801
43072
45064
45697
44814
44827
43341
43082
45678
44010
44866
44432
43804
44644
43901
45778
74953
73552
73036
74028
74960
97034
97321
97303
97756
97110
97814
97436
16254
16720
16926
15014
15559
16829
17307
18940
17011
00601
02915
29649
29809
29932
29626
29042
29808
29902
29445
29160
29413
29702
29729
29728
29056
29472
29161
29547
29426
29860
29065
29505
29442
29607
29649
29944
29526
29927
29032
29720
29370
29104
29033
29845
29519
29570
29075
29678
29113
29630
29036
29006
29356
29128
29379
29056
29710
57574
57010
57386
57328
37601
37710
37379
37035
38221
38017
37016
37360
76464
79039
78659
77659
78526
77802
78336
75013
79916
77833
76534
78046
75603
79357
78589
79702
79769
76901
78026
75414
75570
75790
77978
76624
76360
75802
84320
84312
84075
84013
84757
84751
24128
22974
24563
22801
24202
24533
23105
24155
23149
22209
22603
23303
00850
05778
98146
98350
98601
99138
99125
53214
53531
54761
54703
54855
54756
54624
54805
53104
54452
53014
53004
54121
53578
53964
54173
26203
25306
25009
24714
25541
25403
26855
26436
26405
25241
26062
82648
82002
82329
