zip_code
99506
99757
99801
36250
36652
36119
35458
36553
36865
35182
36871
35643
36320
35645
35990
35804
72856
72564
72739
71910
72182
71724
72926
86429
86332
85357
85392
85131
85730
85536
95712
95387
93611
93062
92251
93390
90610
92501
92707
92173
95472
95815
94109
94807
94538
95051
94037
93901
80026
80905
80124
80526
81507
80754
81006
81248
80479
6880
6137
6785
6457
6513
6385
6075
6281
20410
19898
32609
32050
34116
32038
34268
32628
32226
32508
32143
32322
32351
32063
32619
33944
32053
33890
33975
34607
33871
33594
32452
32444
32962
32446
32345
32066
34736
33973
32626
32360
32340
32042
34211
34472
34956
33243
33040
32034
32536
34973
32710
34743
32910
33410
34669
33732
33844
32185
32583
34229
32707
32004
34947
33314
34785
32071
32347
32697
32121
32326
32433
32463
32424
33951
34442
39870
30566
31535
31004
30177
31405
31604
31054
30602
30396
30140
30822
31546
30757
30286
30719
50075
50311
51012
51578
52335
52004
52166
83283
83346
83460
83553
83630
83735
83847
60684
62551
62292
62289
62461
60035
60561
60442
61065
61418
61615
61790
61941
46304
46075
47344
47203
47435
47022
47573
47104
47710
46616
46778
46809
47986
46967
46170
47304
47851
66085
66683
66946
67733
67857
67221
66740
42033
42402
40208
42503
40357
40317
41560
70050
70395
70392
70591
70820
71339
71294
71064
1144
1571
1721
1945
2222
2357
2539
21202
20619
20851
21777
4011
4333
4412
4669
48224
49020
49406
49501
48674
49636
48721
49847
48165
48061
48190
48437
48755
49259
48602
49091
55026
55614
56173
56226
56529
55084
56310
56715
64424
63763
63501
64054
64741
64660
63050
64835
65732
63941
38661
38862
39060
39463
39567
38838
59054
59644
59914
59466
28662
27594
27599
27967
27545
27873
28463
27806
28667
28640
28222
28152
27152
27370
28374
28367
58566
58108
58203
58752
68016
68364
68870
69345
3818
8821
87185
87401
88011
87505
87714
89109
89533
89448
89419
43520
45695
44053
44866
44432
44667
44705
43974
45773
45848
45070
45237
45167
43439
44906
43325
43360
74940
73507
73156
74037
73651
97254
97438
97310
97637
97449
97734
97484
16505
15861
18810
15665
15547
18351
17516
19330
17223
2804
29659
29422
29341
29714
29728
29041
29475
29079
29567
29484
29809
29065
29504
29585
29613
29647
29923
29526
29927
29074
29720
29810
29370
29046
29169
29519
29512
29108
29686
29115
29682
29624
29217
29166
29333
29150
29353
29556
29745
29003
29808
29902
29431
57538
57030
57324
57361
37684
37815
37347
37205
38378
38177
38553
38450
76469
77506
76543
78041
75606
79453
78577
79711
79762
76939
78234
76268
75559
75762
77978
76716
76369
78547
78681
77630
78526
77803
78469
75378
79916
84305
84201
84124
84045
84772
84667
24086
22332
22603
23414
22931
24566
22834
24270
24533
22446
24026
23670
98103
98286
98628
99224
99333
53215
53088
53008
54547
53191
53950
54173
53703
54011
54722
54828
54636
53595
54513
53192
26662
26181
26075
25054
24895
24732
25713
25403
26884
26348
24944
82630
82050
83025
92825
32313
96824
41007
01832
56051
12834
14215
12540
10302
14537
14874
12933
11941
29844
79111
05261
54495
