zip_code,county_standardized,county_original,state,stcountyfp,classfp,ZIP3,rating_area,slspc
33540,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
33545,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
34655,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
34690,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
34656,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
33576,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
34680,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
33523,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
33542,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
33541,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
33558,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
34691,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
34637,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
33597,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
34653,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
34669,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
33548,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
34604,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
33543,Pasco County,Pasco County,FL,12101,H1,335,51.0,450.0
34638,Pasco County,Pasco County,FL,12101,H1,346,51.0,450.0
33849,Pasco County,Pasco County,FL,12101,H1,338,51.0,450.0
33709,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33707,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33713,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33762,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33778,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33764,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34698,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33779,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33706,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33786,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33772,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33785,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33761,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33755,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33743,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34695,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
34684,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
34660,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33626,Pinellas County,Pinellas County,FL,12103,H1,336,52.0,442.0
33714,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33773,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33770,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33766,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34689,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33732,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33784,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33734,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33741,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33759,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33776,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33781,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33756,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33747,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34685,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
34677,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33733,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33710,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33703,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33702,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33763,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34682,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33742,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33731,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33775,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33780,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34697,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33712,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33701,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33715,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33771,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33774,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33767,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34688,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33738,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33729,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33704,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33705,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33708,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33782,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33765,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33760,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33758,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34683,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33730,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33716,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33711,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33777,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33744,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33757,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
33736,Pinellas County,Pinellas County,FL,12103,H1,337,52.0,442.0
34681,Pinellas County,Pinellas County,FL,12103,H1,346,52.0,442.0
33859,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33853,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33880,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33868,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33846,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33885,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33877,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33820,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33805,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33810,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33860,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33843,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33863,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33856,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33801,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33841,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33883,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33851,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33813,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33815,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33834,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33897,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33837,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33898,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33884,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33803,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33811,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33830,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33823,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33881,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33882,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33547,Polk County,Polk County,FL,12105,H1,335,53.0,454.0
33807,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33896,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33844,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33838,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33806,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33849,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33836,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33840,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33825,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33867,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33835,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33855,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33809,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33812,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33839,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33850,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33845,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
34759,Polk County,Polk County,FL,12105,H1,347,53.0,454.0
33802,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33847,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33827,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33804,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33854,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
33858,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
34714,Polk County,Polk County,FL,12105,H1,347,53.0,454.0
33831,Polk County,Polk County,FL,12105,H1,338,53.0,454.0
32640,Putnam County,Putnam County,FL,12107,H1,326,54.0,501.0
32139,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32112,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32138,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32177,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32007,Putnam County,Putnam County,FL,12107,H1,320,54.0,501.0
32140,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32189,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32185,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32656,Putnam County,Putnam County,FL,12107,H1,326,54.0,501.0
32666,Putnam County,Putnam County,FL,12107,H1,326,54.0,501.0
32043,Putnam County,Putnam County,FL,12107,H1,320,54.0,501.0
32134,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32145,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32147,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32131,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32187,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32148,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32181,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32193,Putnam County,Putnam County,FL,12107,H1,321,54.0,501.0
32081,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32092,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32004,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32145,St. Johns County,St. Johns County,FL,12109,H1,321,58.0,483.0
32260,St. Johns County,St. Johns County,FL,12109,H1,322,58.0,483.0
32084,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32224,St. Johns County,St. Johns County,FL,12109,H1,322,58.0,483.0
32033,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32086,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32095,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32080,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32259,St. Johns County,St. Johns County,FL,12109,H1,322,58.0,483.0
32082,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32085,St. Johns County,St. Johns County,FL,12109,H1,320,58.0,483.0
32131,St. Johns County,St. Johns County,FL,12109,H1,321,58.0,483.0
32250,St. Johns County,St. Johns County,FL,12109,H1,322,58.0,483.0
34947,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34950,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34979,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34983,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34987,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34948,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34982,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34981,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34988,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34951,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34957,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34990,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34954,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34972,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34949,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34945,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34986,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34952,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34974,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34946,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34953,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34984,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
34985,St. Lucie County,St. Lucie County,FL,12111,H1,349,59.0,503.0
32572,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32530,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32531,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32564,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32561,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32571,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32563,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32570,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32562,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32565,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32569,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32583,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
32566,Santa Rosa County,Santa Rosa County,FL,12113,H1,325,55.0,491.0
34231,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34237,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34275,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34230,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34295,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34235,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34236,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34239,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34242,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34240,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34233,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34238,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34292,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34249,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34266,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34234,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34289,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34241,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34223,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34272,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34251,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34286,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34288,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34284,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34293,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34285,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34287,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34228,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34243,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34276,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34277,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34291,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34232,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34274,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34229,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34290,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
34224,Sarasota County,Sarasota County,FL,12115,H1,342,56.0,436.0
32792,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32707,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32701,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32751,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32716,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32799,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32747,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32750,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32795,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32752,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32714,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32703,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32718,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32766,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32771,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32708,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32719,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32732,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32791,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32765,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32779,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32730,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32762,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32746,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32773,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32772,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
32715,Seminole County,Seminole County,FL,12117,H1,327,57.0,470.0
34785,Sumter County,Sumter County,FL,12119,H1,347,60.0,449.0
34491,Sumter County,Sumter County,FL,12119,H1,344,60.0,449.0
34484,Sumter County,Sumter County,FL,12119,H1,344,60.0,449.0
34731,Sumter County,Sumter County,FL,12119,H1,347,60.0,449.0
32162,Sumter County,Sumter County,FL,12119,H1,321,60.0,449.0
33513,Sumter County,Sumter County,FL,12119,H1,335,60.0,449.0
33585,Sumter County,Sumter County,FL,12119,H1,335,60.0,449.0
32163,Sumter County,Sumter County,FL,12119,H1,321,60.0,449.0
32159,Sumter County,Sumter County,FL,12119,H1,321,60.0,449.0
33538,Sumter County,Sumter County,FL,12119,H1,335,60.0,449.0
33514,Sumter County,Sumter County,FL,12119,H1,335,60.0,449.0
33597,Sumter County,Sumter County,FL,12119,H1,335,60.0,449.0
33521,Sumter County,Sumter County,FL,12119,H1,335,60.0,449.0
32062,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32024,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32071,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32094,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32060,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32064,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32096,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32008,Suwannee County,Suwannee County,FL,12121,H1,320,61.0,535.0
32348,Taylor County,Taylor County,FL,12123,H1,323,62.0,530.0
32347,Taylor County,Taylor County,FL,12123,H1,323,62.0,530.0
32359,Taylor County,Taylor County,FL,12123,H1,323,62.0,530.0
32357,Taylor County,Taylor County,FL,12123,H1,323,62.0,530.0
32331,Taylor County,Taylor County,FL,12123,H1,323,62.0,530.0
32336,Taylor County,Taylor County,FL,12123,H1,323,62.0,530.0
32356,Taylor County,Taylor County,FL,12123,H1,323,62.0,530.0
32054,Union County,Union County,FL,12125,H1,320,63.0,638.0
32058,Union County,Union County,FL,12125,H1,320,63.0,638.0
32083,Union County,Union County,FL,12125,H1,320,63.0,638.0
32697,Union County,Union County,FL,12125,H1,326,63.0,638.0
32738,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32744,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32753,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32190,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32115,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32114,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32118,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32132,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32102,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32774,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32720,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32174,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32176,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32728,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32124,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32724,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32141,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32739,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32706,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32117,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32764,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32725,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32125,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32127,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32763,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32759,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32173,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32119,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32754,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32121,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32175,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32120,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32129,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32713,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32721,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32723,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32180,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32126,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32136,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32105,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32732,Volusia County,Volusia County,FL,12127,H1,327,64.0,444.0
32130,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32128,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32168,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32169,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32122,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32170,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32112,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32198,Volusia County,Volusia County,FL,12127,H1,321,64.0,444.0
32355,Wakulla County,Wakulla County,FL,12129,H1,323,65.0,430.0
32327,Wakulla County,Wakulla County,FL,12129,H1,323,65.0,430.0
32326,Wakulla County,Wakulla County,FL,12129,H1,323,65.0,430.0
32346,Wakulla County,Wakulla County,FL,12129,H1,323,65.0,430.0
32358,Wakulla County,Wakulla County,FL,12129,H1,323,65.0,430.0
32433,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32539,Walton County,Walton County,FL,12131,H1,325,66.0,470.0
32435,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32464,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32567,Walton County,Walton County,FL,12131,H1,325,66.0,470.0
32462,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32538,Walton County,Walton County,FL,12131,H1,325,66.0,470.0
32407,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32459,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32550,Walton County,Walton County,FL,12131,H1,325,66.0,470.0
32439,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32455,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32461,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32578,Walton County,Walton County,FL,12131,H1,325,66.0,470.0
32422,Walton County,Walton County,FL,12131,H1,324,66.0,470.0
32437,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32420,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32466,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32428,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32425,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32431,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32427,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32463,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
32462,Washington County,Washington County,FL,12133,H1,324,67.0,573.0
31557,Appling County,Appling County,GA,13001,H1,315,14.0,451.0
30233,Appling County,Appling County,GA,13001,H1,302,14.0,451.0
31513,Appling County,Appling County,GA,13001,H1,315,14.0,451.0
31555,Appling County,Appling County,GA,13001,H1,315,14.0,451.0
31518,Appling County,Appling County,GA,13001,H1,315,14.0,451.0
30436,Appling County,Appling County,GA,13001,H1,304,14.0,451.0
31539,Appling County,Appling County,GA,13001,H1,315,14.0,451.0
